p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
KLF31	5.82801417825539e-200	0.429181219155615	0.677	0.31	1.251391204355e-195	4	KLF3
SERPINB11	5.33493283276449e-199	0.460292496651956	0.741	0.376	1.14551677785119e-194	4	SERPINB1
ADA	1.11537220836628e-198	0.258645905219233	0.357	0.11	2.39492720580408e-194	4	ADA
NOP10	2.48020533870543e-198	0.487616366351552	0.777	0.431	5.3254969032683e-194	4	NOP10
PRKCB	9.37713977815522e-198	0.34959561475649	0.569	0.229	2.01345945316549e-193	4	PRKCB
NDUFB3	7.47064331561989e-196	0.291489755731601	0.456	0.163	1.6040965327299e-191	4	NDUFB3
SHKBP1	7.9931506119475e-196	0.279613494579745	0.404	0.135	1.71628929939737e-191	4	SHKBP1
MYO1F1	1.16771999117454e-195	0.379745273347681	0.632	0.268	2.50732836504997e-191	4	MYO1F
CSK	1.213286972433e-193	0.400127304346654	0.675	0.313	2.60516978720814e-189	4	CSK
ZBTB7A	4.1549821799584e-193	0.416571864444406	0.672	0.313	8.92157773680667e-189	4	ZBTB7A
HLA-DQB1	1.54923880945532e-191	0.309687214178899	0.606	0.264	3.32652557166246e-187	4	HLA-DQB1
MXD1	1.63270530967688e-191	0.351356045075423	0.535	0.213	3.50574484093819e-187	4	MXD1
RIN3	4.22125076510326e-190	0.342058872074582	0.606	0.253	9.06386964282973e-186	4	RIN3
TNFSF101	1.98423846535009e-187	0.382835450860049	0.422	0.152	4.26055683279971e-183	4	TNFSF10
AHNAK1	2.03949431367273e-187	0.402255061521885	0.72	0.353	4.37920219031808e-183	4	AHNAK
LIMS1	6.58887632199611e-187	0.418899220269165	0.586	0.256	1.41476352385901e-182	4	LIMS1
POLE4	7.83021619947921e-187	0.303675642245924	0.5	0.19	1.68130402235218e-182	4	POLE4
MYL6	3.09326694981324e-186	0.341807736240281	0.991	0.952	6.64186279463899e-182	4	MYL6
HLA-DQA1	5.64998203737377e-186	0.38961307987443	0.458	0.175	1.2131641430649e-181	4	HLA-DQA1
DOCK2	4.02622508413495e-185	0.285867032193543	0.46	0.168	8.64511050065456e-181	4	DOCK2
ADPGK	4.91836080201544e-185	0.271011504798892	0.414	0.143	1.05607043140876e-180	4	ADPGK
MSN	8.01019938664334e-185	0.439931425717008	0.831	0.503	1.71995001230006e-180	4	MSN
WSB1	3.84672910091267e-182	0.462769533463856	0.865	0.556	8.25969672547968e-178	4	WSB1
RASSF5	1.29414425248566e-181	0.387104084040047	0.696	0.333	2.77878653893722e-177	4	RASSF5
HAGH	1.04273117952456e-180	0.25514326786473	0.388	0.131	2.23895238867513e-176	4	HAGH
M6PR	3.73707254786938e-180	0.337020478069661	0.581	0.246	8.02424217478514e-176	4	M6PR
UBE2J1	8.8742573273815e-180	0.365700746089473	0.611	0.273	1.90548053333536e-175	4	UBE2J1
RNF19B	1.32491453518545e-177	0.320880245101956	0.38	0.132	2.8448564899502e-173	4	RNF19B
SLC25A37	2.58385174650742e-177	0.303563660238572	0.29	0.087	5.54804647010074e-173	4	SLC25A37
PABPC4	2.260569677117e-176	0.426626352614397	0.698	0.346	4.85389521070563e-172	4	PABPC4
NCKAP1L	2.17078502538655e-173	0.296345354577475	0.474	0.183	4.66110960650999e-169	4	NCKAP1L
BIRC31	2.48426997557578e-173	0.341856042195933	0.669	0.318	5.33422449155631e-169	4	BIRC3
HLA-E1	2.66045401330121e-173	0.286919202196795	0.996	0.989	5.71252685736036e-169	4	HLA-E
THAP9-AS1	7.62718370899211e-173	0.300453536714619	0.448	0.169	1.63770888599479e-168	4	THAP9-AS1
IER31	6.34867787033937e-170	0.685820133248686	0.703	0.403	1.36318811231927e-165	4	IER3
PPP1CA	9.71526681881266e-169	0.385060697649441	0.79	0.442	2.08606209133545e-164	4	PPP1CA
PTPRJ	5.50499256615913e-168	0.254134248154786	0.393	0.138	1.18203200380569e-163	4	PTPRJ
PKM	2.11636402507881e-167	0.336469116713562	0.65	0.305	4.54425683464921e-163	4	PKM
VIM1	2.71855867866644e-164	0.337596543839368	0.98	0.86	5.83728919483259e-160	4	VIM
ZNF706	4.17146999796199e-164	0.382026658973575	0.698	0.357	8.95698037962399e-160	4	ZNF706
SPN	1.30269453943895e-163	0.331581998102787	0.581	0.257	2.79714571508332e-159	4	SPN
CELF1	1.02683054774624e-162	0.286530053043678	0.424	0.16	2.20481055212073e-158	4	CELF1
MYO9B	4.94318224033011e-162	0.284675999552915	0.461	0.179	1.06140009064368e-157	4	MYO9B
ACTR3	1.09533408091541e-159	0.381862418247391	0.815	0.491	2.35190133854157e-155	4	ACTR3
CHMP4B	1.75848820266683e-159	0.256413241219415	0.438	0.167	3.77582586876621e-155	4	CHMP4B
CHMP2A	3.31637382962324e-159	0.297395440528585	0.528	0.223	7.12091788696703e-155	4	CHMP2A
WAS	8.65117974741999e-159	0.338171349033996	0.648	0.309	1.85758131536602e-154	4	WAS
WDR1	3.67263329463552e-158	0.323388370367402	0.615	0.283	7.88587821024139e-154	4	WDR1
CDC42	6.11877900209072e-158	0.331075335362404	0.964	0.851	1.31382422732892e-153	4	CDC42
ITM2B	9.26620007698186e-158	0.465414551663324	0.972	0.885	1.98963848052955e-153	4	ITM2B
GPCPD1	7.53386343470249e-153	0.316874466041446	0.519	0.22	1.61767115669932e-148	4	GPCPD1
CHURC1	9.78788471744645e-153	0.282961915943574	0.526	0.223	2.1016546065301e-148	4	CHURC1
UQCRB	2.31228861003498e-152	0.357468557661897	0.954	0.83	4.9649461034671e-148	4	UQCRB
COX5B	3.06533489789448e-152	0.378826261167559	0.877	0.585	6.58188709275903e-148	4	COX5B
OSBPL8	8.43246432510114e-152	0.291167058700309	0.538	0.231	1.81061873988572e-147	4	OSBPL8
TAOK3	3.17307748477249e-150	0.324596419298163	0.572	0.261	6.81323197530348e-146	4	TAOK3
ATOX1	1.69836696501725e-148	0.2774947783796	0.438	0.176	3.64673354728503e-144	4	ATOX1
TUT7	2.67509259829113e-148	0.252697042823066	0.376	0.138	5.74395882705071e-144	4	TUT7
AKIRIN2	7.45325186435667e-148	0.317876699890173	0.624	0.294	1.60036224031466e-143	4	AKIRIN2
RTN4	8.6564854327834e-148	0.361902597331761	0.793	0.459	1.85872055212725e-143	4	RTN4
MT-CO1	1.38639391747744e-147	0.295001112798953	0.998	0.999	2.97686501960755e-143	4	MT-CO1
BCL6	6.33899241425236e-147	0.271213064366305	0.384	0.145	1.36110845118827e-142	4	BCL6
TRIM38	5.58593218747689e-146	0.285494891268042	0.469	0.194	1.19941135929504e-141	4	TRIM38
HMGN2	6.66726647241165e-146	0.321705064717177	0.877	0.621	1.43159545695623e-141	4	HMGN2
OSER1	1.28091876171219e-145	0.309389193943463	0.54	0.239	2.75038876514842e-141	4	OSER1
GSTK1	2.4158926099089e-143	0.355477348865508	0.806	0.485	5.1874046119964e-139	4	GSTK1
CAPZA1	1.62034151778023e-140	0.319101622945258	0.636	0.31	3.47919730697771e-136	4	CAPZA1
ATP6V1F	9.71794449032315e-139	0.365778845800107	0.701	0.373	2.08663704096219e-134	4	ATP6V1F
PGAM1	9.93429426749438e-139	0.320616999679249	0.678	0.345	2.13309166511639e-134	4	PGAM1
MGST3	5.66561562780601e-138	0.290201648436359	0.547	0.25	1.21652098760251e-133	4	MGST3
ATP1A1	1.91706970138169e-136	0.324435357812735	0.618	0.301	4.11633206280677e-132	4	ATP1A1
SEC11A	3.3637154999589e-136	0.371280314036394	0.794	0.501	7.22256992151175e-132	4	SEC11A
SNAP23	1.19916219330727e-135	0.255363741089378	0.436	0.179	2.57484106146938e-131	4	SNAP23
MMP24OS	1.98157368275725e-135	0.279324299617793	0.561	0.258	4.25483501161638e-131	4	MMP24OS
TUBB	3.97841701021814e-135	0.254576175928193	0.66	0.331	8.54245700434039e-131	4	TUBB
PSMB9	1.25454825998059e-134	0.362851441049683	0.818	0.503	2.69376602383033e-130	4	PSMB9
PRR13	1.43083466893744e-134	0.334815238989275	0.821	0.501	3.07228820114246e-130	4	PRR13
LAPTM4A1	3.57392339039989e-134	0.323039049027494	0.686	0.363	7.67392830386664e-130	4	LAPTM4A
SP110	1.80887722356248e-133	0.28130490636231	0.571	0.266	3.88402117443335e-129	4	SP110
ADAM10	2.1191672633685e-133	0.255690263554579	0.457	0.191	4.55027594790484e-129	4	ADAM10
RYBP	4.34791696252375e-133	0.257590147514324	0.405	0.164	9.335847301931e-129	4	RYBP
CD481	9.70637552613583e-133	0.346908810813925	0.924	0.743	2.08415295297188e-128	4	CD48
TAF10	2.05744197164106e-132	0.3382616333775	0.768	0.445	4.41773940150768e-128	4	TAF10
SNX3	1.09697504558612e-129	0.282900449681333	0.736	0.403	2.35542481788252e-125	4	SNX3
STK10	2.75327603968529e-128	0.274435207845253	0.527	0.239	5.91183431241226e-124	4	STK10
CDC42EP31	7.31504069547672e-128	0.311421415470233	0.598	0.297	1.57068553813276e-123	4	CDC42EP3
IRF9	3.54359018815886e-127	0.290093017730406	0.556	0.263	7.60879685201471e-123	4	IRF9
TANK	8.63321473555652e-127	0.284349082918536	0.599	0.29	1.85372386801869e-122	4	TANK
YWHAB	7.18363054876042e-126	0.32607611894609	0.882	0.632	1.54246915142984e-121	4	YWHAB
RAB5C	4.74042280165094e-125	0.287029653164239	0.633	0.319	1.01786358397049e-120	4	RAB5C
CALM2	5.40632006568328e-125	0.351512060525453	0.908	0.664	1.16084504450351e-120	4	CALM2
IL10RA1	9.52662817686703e-125	0.260256991534069	0.645	0.326	2.04555760213689e-120	4	IL10RA
TFRC	1.0469939439473e-124	0.290893377834016	0.356	0.142	2.24810539644363e-120	4	TFRC
RPL231	2.32860499257603e-124	0.276992343241022	0.967	0.873	4.99998064005925e-120	4	RPL23
PFKFB3	3.49152180929319e-124	0.267684411098099	0.431	0.184	7.49699562891433e-120	4	PFKFB3
LIMD21	4.16047013314595e-124	0.317727387885989	0.853	0.546	8.93336146989098e-120	4	LIMD2
NDUFS7	7.15999572216883e-124	0.268392582372467	0.593	0.285	1.53739428146409e-119	4	NDUFS7
GRK2	1.4621838142861e-122	0.314846778037406	0.666	0.349	3.13960108603512e-118	4	GRK2
MOB1A	6.88850144653607e-122	0.305040135253086	0.717	0.397	1.47909903060022e-117	4	MOB1A
ARPC4	1.11399881245023e-121	0.311600601443868	0.806	0.492	2.39197825009313e-117	4	ARPC4
PCGF5	3.97347313708538e-121	0.275873116731807	0.535	0.253	8.53184151994974e-117	4	PCGF5
PSMB3	4.67680683550679e-120	0.306109951596368	0.764	0.439	1.00420396372002e-115	4	PSMB3
MYL12B	2.03794152869172e-118	0.291492996671943	0.934	0.779	4.37586805040686e-114	4	MYL12B
SEC14L1	2.08998583538053e-118	0.293959844317919	0.599	0.304	4.48761758572908e-114	4	SEC14L1
HLA-DMA	5.75721001065777e-118	0.259396200685052	0.394	0.166	1.23618813348844e-113	4	HLA-DMA
MINOS1	3.72775161572799e-116	0.285151525246113	0.639	0.332	8.00422826929115e-112	4	MINOS1
TNFRSF14	9.58884683724228e-116	0.277470990265095	0.638	0.327	2.05891719289266e-111	4	TNFRSF14
ATP6V0E1	3.66701503137035e-113	0.311238578535414	0.799	0.503	7.87381467535841e-109	4	ATP6V0E1
COX8A	4.6659925512238e-113	0.313362727957338	0.849	0.587	1.00188192059877e-108	4	COX8A
UCP21	2.45554217984902e-112	0.299154288816704	0.777	0.464	5.27254016857182e-108	4	UCP2
DUSP61	4.96108414285117e-112	0.283764798844214	0.432	0.195	1.065243987153e-107	4	DUSP6
ABRACL	3.24963517869568e-111	0.291791604427103	0.684	0.379	6.97761665569536e-107	4	ABRACL
COX17	2.31128303782697e-108	0.268659268866276	0.586	0.3	4.96278693882206e-104	4	COX17
HIF1A	4.88762665619266e-108	0.253387113179389	0.516	0.246	1.04947119561769e-103	4	HIF1A
KLF61	5.7652631797215e-108	0.362646734898243	0.983	0.927	1.2379173099498e-103	4	KLF6
SEPT9	2.78739281341853e-107	0.277532365819588	0.65	0.347	5.98508984897226e-103	4	SEPT9
BRK1	6.07086762669735e-107	0.288775145901744	0.722	0.418	1.30353669680446e-102	4	BRK1
VPS29	9.91366333912602e-107	0.276031942310869	0.641	0.342	2.12866179217714e-102	4	VPS29
CCNI1	4.41769045277042e-104	0.278393837569916	0.936	0.806	9.48566494018865e-100	4	CCNI
CYTIP	7.93507041458826e-104	0.323962073045051	0.887	0.66	1.70381831942039e-99	4	CYTIP
MT-ATP6	8.13769575247131e-104	0.274274440114741	0.998	0.997	1.74732603197064e-99	4	MT-ATP6
EIF4E	1.66906253338949e-97	0.357544694043798	0.405	0.191	3.58381107169392e-93	4	EIF4E
ELOB	6.94415160263402e-97	0.28315652476877	0.908	0.696	1.49104823211758e-92	4	ELOB
RAC1	8.30836540714658e-96	0.281310028540677	0.819	0.525	1.78397222022251e-91	4	RAC1
ARL4A1	5.07875527032138e-95	0.337304285023339	0.712	0.436	1.09051033164341e-90	4	ARL4A
SLAMF7	8.77712535321801e-94	0.256297904438755	0.389	0.181	1.88462435584297e-89	4	SLAMF7
DDX21	1.71829835822781e-92	0.276224765619716	0.737	0.442	3.68953023478675e-88	4	DDX21
GPSM3	4.73476293232089e-92	0.257854547008883	0.852	0.573	1.01664829682794e-87	4	GPSM3
ATP6AP2	2.03155188035777e-91	0.251111768670744	0.644	0.356	4.3621481975042e-87	4	ATP6AP2
TBCA	3.37897292556122e-90	0.260142877827843	0.744	0.446	7.25533066576505e-86	4	TBCA
PCBP1	6.20754285291309e-90	0.277409812861486	0.827	0.561	1.3328836013775e-85	4	PCBP1
DAZAP2	6.88181697075235e-90	0.267486735442062	0.847	0.574	1.47766373995995e-85	4	DAZAP2
ATP6V1G1	9.31701401006595e-88	0.268162350647161	0.839	0.588	2.00054924824136e-83	4	ATP6V1G1
ENO1	4.51887515649683e-87	0.255150243791799	0.801	0.515	9.70292873603e-83	4	ENO1
ATP5PO	6.26894131724538e-87	0.250304554587798	0.72	0.42	1.34606707963893e-82	4	ATP5PO
IFIT2	1.84802761673658e-85	0.45654907458678	0.313	0.139	3.96808489865678e-81	4	IFIT2
ARL6IP4	2.1952489231235e-85	0.269161479056532	0.825	0.563	4.71363848773078e-81	4	ARL6IP4
POMP	1.33845770747589e-83	0.260799599664103	0.824	0.546	2.87393638949223e-79	4	POMP
NDUFA4	1.82497772365651e-81	0.263103715263438	0.884	0.682	3.91859216823527e-77	4	NDUFA4
EGR1	7.4496908200905e-79	0.620938772460271	0.292	0.142	1.59959761288983e-74	4	EGR1
ENY2	2.37833864239264e-76	0.251559869664708	0.782	0.5	5.10676873294549e-72	4	ENY2
TUBA1A1	5.29523752687626e-74	0.298403029235397	0.795	0.558	1.13699340177087e-69	4	TUBA1A
ZFAND52	1.44255666005341e-70	0.389479159487367	0.882	0.665	3.09745766046668e-66	4	ZFAND5
RHOB	4.8002768843403e-65	0.333961696564153	0.726	0.475	1.03071545260555e-60	4	RHOB
IRF1	1.79163794588052e-61	0.353478314788962	0.96	0.939	3.84700499739465e-57	4	IRF1
IGKC	0	6.19760928946649	0.947	0.382	0	5	IGKC
IGLC2	0	6.08000936441859	0.848	0.208	0	5	IGLC2
IGHG1	0	5.70134808668113	0.912	0.127	0	5	IGHG1
IGHG3	0	5.63795878042709	0.884	0.158	0	5	IGHG3
IGLC3	0	5.27322545410114	0.692	0.08	0	5	IGLC3
IGHG4	0	5.10569665335911	0.917	0.192	0	5	IGHG4
IGHM	0	4.19251696502362	0.403	0.059	0	5	IGHM
IGHA1	0	3.87050617150616	0.479	0.055	0	5	IGHA1
JCHAIN	0	3.86280489134889	0.828	0.037	0	5	JCHAIN
IGHG2	0	3.45806480965402	0.508	0.012	0	5	IGHG2
MZB1	0	2.40874527073926	0.96	0.036	0	5	MZB1
SSR41	0	1.95235398746599	0.991	0.76	0	5	SSR4
IGKV3-20	0	1.56416730977227	0.417	0.013	0	5	IGKV3-20
DERL3	0	1.47144497672522	0.842	0.014	0	5	DERL3
IGHV1-18	0	1.40809489043397	0.268	0.006	0	5	IGHV1-18
CD79A	0	1.27569139539396	0.784	0.032	0	5	CD79A
PRDX4	0	1.27209196009971	0.8	0.092	0	5	PRDX4
SEC11C	0	1.16484062709823	0.861	0.279	0	5	SEC11C
ITM2C	0	1.10632669674655	0.792	0.098	0	5	ITM2C
FKBP2	0	0.878171089579321	0.875	0.215	0	5	FKBP2
JSRP1	0	0.809505685532177	0.571	0.006	0	5	JSRP1
TRIB11	0	0.737969266214246	0.591	0.061	0	5	TRIB1
COBLL1	0	0.68483468639776	0.528	0.011	0	5	COBLL1
FAM30A	0	0.546007805533947	0.262	0.007	0	5	FAM30A
POU2AF1	0	0.526443277735765	0.509	0.008	0	5	POU2AF1
BASP12	0	0.480813710148489	0.526	0.073	0	5	BASP1
TNFRSF17	0	0.470224826362395	0.417	0.001	0	5	TNFRSF17
SDC1	0	0.455694406998982	0.481	0.001	0	5	SDC1
SPAG4	0	0.454052690843896	0.536	0.034	0	5	SPAG4
GNG7	0	0.450327862991716	0.519	0.018	0	5	GNG7
CREB3L2	0	0.442669424329938	0.543	0.091	0	5	CREB3L2
FCRL5	0	0.411416046239112	0.446	0.004	0	5	FCRL5
HDLBP	0	0.40528366004833	0.53	0.112	0	5	HDLBP
IGLV3-1	0	0.404430476840566	0.297	0	0	5	IGLV3-1
ERLEC1	0	0.401113779847574	0.677	0.164	0	5	ERLEC1
CD271	0	0.395546280133367	0.534	0.092	0	5	CD27
RAB30	0	0.386320997035528	0.464	0.058	0	5	RAB30
PLPP5	0	0.378527803857739	0.592	0.084	0	5	PLPP5
MEF2C1	0	0.373361272714007	0.456	0.046	0	5	MEF2C
ARSA	0	0.331434545564498	0.534	0.073	0	5	ARSA
ST6GALNAC4	0	0.297869125665804	0.44	0.039	0	5	ST6GALNAC4
SRPRB	0	0.288998010803783	0.51	0.084	0	5	SRPRB
BHLHE41	0	0.284609936588856	0.303	0.002	0	5	BHLHE41
LY961	0	0.280829497578414	0.425	0.035	0	5	LY96
SIL1	0	0.275677697777776	0.49	0.081	0	5	SIL1
GAS6	0	0.25421794810642	0.308	0.007	0	5	GAS6
SSR31	1.0923461330785e-306	0.722847093538359	0.823	0.299	2.34548561694615e-302	5	SSR3
TP53INP1	8.95599503131613e-274	0.349547073796125	0.359	0.066	1.9230312531242e-269	5	TP53INP1
TOR3A	5.52335825204193e-249	0.359449585353598	0.471	0.112	1.18597548387844e-244	5	TOR3A
LMAN1	4.41415936438595e-243	0.43848853906196	0.682	0.205	9.47808298720952e-239	5	LMAN1
RRBP1	2.4216497547025e-239	0.535003394497929	0.742	0.242	5.1997663532972e-235	5	RRBP1
PELI11	7.43313425797712e-234	0.398817681778994	0.518	0.136	1.59604258787285e-229	5	PELI1
FKBP111	1.17181000495474e-218	0.617684174915857	0.872	0.382	2.51611044263882e-214	5	FKBP11
PDIA4	9.55725326506465e-193	0.263952113054019	0.505	0.141	2.05213342107468e-188	5	PDIA4
CHCHD102	7.39269384153094e-190	0.257119504152378	0.65	0.203	1.58735922165352e-185	5	CHCHD10
HSP90B11	1.79783917034962e-187	0.858326580260469	0.956	0.663	3.8603202665747e-183	5	HSP90B1
HERPUD1	1.61886360462822e-179	0.767211282940378	0.969	0.788	3.47602393185772e-175	5	HERPUD1
SELENOS	5.6068659839323e-179	0.49618372185197	0.819	0.357	1.20390626406994e-174	5	SELENOS
HM13	2.60054277737646e-163	0.365809741429712	0.705	0.259	5.58388545158274e-159	5	HM13
SPCS2	1.34380776773732e-161	0.52546279478438	0.847	0.448	2.88542403888557e-157	5	SPCS2
ANKRD281	3.86223035741512e-145	0.706715598826678	0.722	0.333	8.29298102344174e-141	5	ANKRD28
MANF	4.82274434465186e-142	0.280347802803853	0.647	0.235	1.03553966568365e-137	5	MANF
OTUD11	3.4686663200068e-133	0.392331435526743	0.446	0.147	7.44792032231861e-129	5	OTUD1
SDF2L1	1.01296828161478e-120	0.343338334049834	0.741	0.317	2.17504549428326e-116	5	SDF2L1
CYTOR	1.14643482032598e-114	0.914621341170186	0.758	0.414	2.46162484620394e-110	5	CYTOR
MIR4435-2HG	3.23889185668677e-113	0.366117142889812	0.406	0.137	6.95454859467784e-109	5	MIR4435-2HG
PDIA6	7.0666557674505e-102	0.368363808025231	0.764	0.372	1.51735232638697e-97	5	PDIA6
RASD1	9.16474857049597e-98	0.250235753747362	0.281	0.086	1.9678548130569e-93	5	RASD1
EHMT1	8.58848684722203e-90	0.250888685447366	0.42	0.158	1.84411989583551e-85	5	EHMT1
MYDGF	4.39103819763616e-89	0.410140639656101	0.762	0.377	9.42843721796436e-85	5	MYDGF
XBP1	4.00851884375879e-86	0.42800498259835	0.889	0.56	8.60709166131888e-82	5	XBP1
SPCS3	7.5534121182641e-82	0.279959364466184	0.784	0.39	1.62186865003367e-77	5	SPCS3
TMEM2581	2.74442384640145e-77	0.333717260114023	0.821	0.45	5.89282688299318e-73	5	TMEM258
SPCS1	3.4198306385543e-66	0.337855238594938	0.838	0.52	7.3430603471038e-62	5	SPCS1
RABAC1	8.4542119667239e-54	0.273820813391079	0.834	0.495	1.81528839349496e-49	5	RABAC1
STMN1	0	2.35156661991567	0.953	0.205	0	6	STMN1
TYMS	0	1.64748973936462	0.755	0.015	0	6	TYMS
TUBB1	0	1.61492988350535	0.843	0.332	0	6	TUBB
HMGN21	0	1.47372575029451	0.979	0.623	0	6	HMGN2
HMGB2	0	1.27404771345483	0.938	0.576	0	6	HMGB2
MKI67	0	1.24093162281767	0.562	0.012	0	6	MKI67
PCLAF	0	1.18575425871865	0.634	0.006	0	6	PCLAF
DUT	0	1.1821591825779	0.781	0.235	0	6	DUT
CENPF	0	1.14318890443695	0.521	0.036	0	6	CENPF
ANP32B	0	0.983699768823187	0.919	0.489	0	6	ANP32B
DEK	0	0.968267492304063	0.912	0.448	0	6	DEK
BIRC5	0	0.952745534319852	0.474	0.005	0	6	BIRC5
HMGB1	0	0.923001361291925	0.999	0.929	0	6	HMGB1
ASPM	0	0.908056361748204	0.397	0.004	0	6	ASPM
NUSAP1	0	0.893958355984516	0.508	0.042	0	6	NUSAP1
SMC4	0	0.870740239588377	0.639	0.158	0	6	SMC4
NUCKS1	0	0.864722696870283	0.888	0.415	0	6	NUCKS1
TK1	0	0.863907420645963	0.479	0.007	0	6	TK1
CENPM	0	0.848866473940072	0.537	0.027	0	6	CENPM
MCM7	0	0.847404670004123	0.635	0.109	0	6	MCM7
TMEM106C	0	0.835910623567084	0.606	0.092	0	6	TMEM106C
PCNA	0	0.827601822605474	0.637	0.18	0	6	PCNA
GAPDH	0	0.825669664316332	0.999	0.964	0	6	GAPDH
RRM2	0	0.818420830940471	0.426	0.008	0	6	RRM2
CKS1B	0	0.781344186265514	0.528	0.054	0	6	CKS1B
UBE2C	0	0.772675869654499	0.36	0.003	0	6	UBE2C
RANBP1	0	0.76952540924182	0.768	0.251	0	6	RANBP1
PPIA	0	0.728330146416889	0.988	0.863	0	6	PPIA
TPX2	0	0.724730580519314	0.424	0.01	0	6	TPX2
CARHSP1	0	0.717055218578855	0.723	0.229	0	6	CARHSP1
CDT1	0	0.694796345340179	0.432	0.006	0	6	CDT1
RPA3	0	0.689149832389375	0.656	0.166	0	6	RPA3
HELLS	0	0.680485924007763	0.468	0.035	0	6	HELLS
TOP2A	0	0.672469917203168	0.351	0.007	0	6	TOP2A
CLSPN	0	0.661070322488683	0.445	0.024	0	6	CLSPN
MCM5	0	0.658707559201807	0.486	0.068	0	6	MCM5
SMC2	0	0.650667393736038	0.513	0.044	0	6	SMC2
DNMT1	0	0.648360360068601	0.689	0.202	0	6	DNMT1
ZWINT	0	0.640784451372094	0.438	0.004	0	6	ZWINT
CENPK	0	0.633791164851616	0.497	0.048	0	6	CENPK
MAD2L1	0	0.615815355431178	0.438	0.019	0	6	MAD2L1
PHF191	0	0.606885916262082	0.534	0.093	0	6	PHF19
NUDT1	0	0.605371718233111	0.575	0.123	0	6	NUDT1
DTYMK	0	0.601658157983955	0.498	0.06	0	6	DTYMK
CENPU	0	0.599299827834086	0.436	0.016	0	6	CENPU
ATAD2	0	0.589169944526798	0.453	0.068	0	6	ATAD2
MCM3	0	0.585613670000473	0.43	0.044	0	6	MCM3
DHFR	0	0.572972354032149	0.403	0.023	0	6	DHFR
HIST1H1B	0	0.571811290441592	0.297	0.007	0	6	HIST1H1B
SAE1	0	0.559449421636763	0.524	0.096	0	6	SAE1
RAD51AP1	0	0.543267124141239	0.371	0.005	0	6	RAD51AP1
KIF22	0	0.539675133030598	0.461	0.086	0	6	KIF22
CENPH	0	0.537357024111551	0.43	0.031	0	6	CENPH
CDKN3	0	0.522420623866439	0.318	0.01	0	6	CDKN3
E2F1	0	0.521500757049181	0.34	0.008	0	6	E2F1
CENPW	0	0.507678311035918	0.359	0.014	0	6	CENPW
SKA2	0	0.505504229380172	0.464	0.083	0	6	SKA2
CBX5	0	0.502604749038817	0.478	0.088	0	6	CBX5
AURKB	0	0.492581917117294	0.316	0.003	0	6	AURKB
CENPN	0	0.477566818761984	0.412	0.056	0	6	CENPN
KIFC1	0	0.477173783145405	0.351	0.027	0	6	KIFC1
ATAD5	0	0.477016293814256	0.349	0.032	0	6	ATAD5
GGH	0	0.466781392374583	0.35	0.013	0	6	GGH
GTSE1	0	0.461897328825447	0.284	0.004	0	6	GTSE1
GINS2	0	0.451907110398384	0.303	0.007	0	6	GINS2
UBE2T	0	0.443904194418804	0.3	0.012	0	6	UBE2T
LIG1	0	0.442674909895544	0.363	0.04	0	6	LIG1
PKMYT1	0	0.438055109031367	0.285	0.001	0	6	PKMYT1
CDCA5	0	0.436620306682843	0.288	0.003	0	6	CDCA5
KNL1	0	0.434163318076034	0.274	0.009	0	6	KNL1
ORC6	0	0.431581801778474	0.326	0.023	0	6	ORC6
CCNB2	0	0.406551643985982	0.255	0.003	0	6	CCNB2
MCM4	0	0.405907653746743	0.308	0.025	0	6	MCM4
CHEK1	0	0.404917996934932	0.338	0.031	0	6	CHEK1
ASF1B	0	0.404475475701975	0.295	0.012	0	6	ASF1B
TROAP	0	0.402361144834335	0.258	0.003	0	6	TROAP
CENPE	0	0.401070053072409	0.254	0.013	0	6	CENPE
CDCA8	0	0.398482365053299	0.272	0.004	0	6	CDCA8
RRM1	0	0.39778641342325	0.361	0.059	0	6	RRM1
HIRIP3	0	0.396021382765346	0.352	0.044	0	6	HIRIP3
NUF2	0	0.391476122298287	0.271	0.007	0	6	NUF2
MCM6	0	0.380011507176841	0.329	0.041	0	6	MCM6
MYBL2	0	0.375349114902031	0.259	0.006	0	6	MYBL2
WDR34	0	0.373047843705839	0.279	0.011	0	6	WDR34
IFI27L1	0	0.368334060030374	0.33	0.049	0	6	IFI27L1
TCF19	0	0.366608138708619	0.271	0.012	0	6	TCF19
CCDC34	0	0.359202752846112	0.277	0.014	0	6	CCDC34
NRM	0	0.358373663543672	0.292	0.02	0	6	NRM
ACOT7	0	0.355240682204294	0.333	0.05	0	6	ACOT7
FANCI	0	0.345170562640171	0.254	0.011	0	6	FANCI
ITGB3BP	0	0.344697441870852	0.322	0.046	0	6	ITGB3BP
RPL39L	0	0.339758420379735	0.296	0.041	0	6	RPL39L
FEN1	0	0.33797882524844	0.291	0.032	0	6	FEN1
WDR76	0	0.334801853168882	0.27	0.023	0	6	WDR76
CHAF1A	0	0.327574263225643	0.257	0.028	0	6	CHAF1A
PFN11	6.91564809946982e-306	0.706986560185415	0.999	0.969	1.48492795991816e-301	6	PFN1
HADH	4.74582577462802e-303	0.307765367540612	0.292	0.042	1.01902371032813e-298	6	HADH
TMPO1	8.91370351936248e-300	0.651411852394458	0.598	0.164	1.91395041967751e-295	6	TMPO
TUBA1B	6.20325225568384e-299	1.47453345091705	0.962	0.753	1.33196232434043e-294	6	TUBA1B
